utterance,normalized_utterance,matched_concept,similarity_score,distance_to_centroid,is_main_concept,is_repeated
The family is loading into their carriage.,The family is loading into their carriage.,The fairy godmother makes pumpkin and mice turn into carriage/coach and horses.,0.1809,0.8191,True,
and Cinderella comes out in this really very nice gown.,and Cinderella comes out in this really very nice gown.,The fairy godmother makes Cinderella into a beautiful princess.,0.7586,0.2414,True,
And Anastasia.,And Anastasia.,,0.2627,0.7373,False,False
"and Drissella, go nuts, rip the gown apart, make fun of Cinderella.","and Drissella, go nuts, rip the gown apart, make fun of Cinderella.",Cinderella has to do housework.,0.6015,0.3985,True,
Make her.,Make her.,Cinderella has to do housework.,0.2066,0.7934,True,
and go off without her.,and go off without her.,She ran down the stairs.,0.2226,0.7774,True,
and she's left in tears.,and she's left in tears.,Cinderella was upset.,0.4007,0.5993,True,
But her fairy godmother appears.,But her fairy godmother appears.,A fairy godmother appeared to Cinderella.,0.5346,0.4654,True,
"and said, Cinderella, you really, you're gonna be going to the ball.","and said, Cinderella, you really, you're gonna be going to the ball.",Cinderella went to the ball in the coach.,0.7137,0.2863,True,
"You don't want me to sing the song, do you?","You don't want me to sing the song, do you?",,0.1553,0.8447,False,False
Salaadula Mgabula bibbity bodi boo.,Salaadula Mgabula bibbity bodi boo.,,0.1522,0.8478,False,False
She sings a song with the magic.,She sings a song with the magic.,The fairy godmother makes Cinderella into a beautiful princess.,0.3111,0.6889,True,
Put them together?,Put them together?,,0.2049,0.7951,False,False
and what have you got?,and what have you got?,,0.0989,0.9011,False,False
ibbity bo boo.,ibbity bo boo.,,0.1728,0.8272,False,False
There's more.,There's more.,Cinderella and the prince were married.,0.1836,0.8164,True,
"Um,.",,,0.1262,0.8738,False,False
while she's doing.,while she's doing.,Cinderella has to do housework.,0.2309,0.7691,True,
"that , she sprinkles the fairy dust around, the fairy godmother dust around,.","that , she sprinkles the fairy dust around, the fairy godmother dust around,.",A fairy godmother appeared to Cinderella.,0.4828,0.5172,True,
and Cinderella gets a beautiful new gown.,and Cinderella gets a beautiful new gown.,The fairy godmother makes Cinderella into a beautiful princess.,0.7455,0.2545,True,True
"She turns a pumpkin into a carriage, turns the mice into footmen.","She turns a pumpkin into a carriage, turns the mice into footmen.",The fairy godmother makes pumpkin and mice turn into carriage/coach and horses.,0.5895,0.4105,True,
And she gives her some beautiful shoes?,And she gives her some beautiful shoes?,Prince finds Cinderella’s shoe.,0.4588,0.5412,True,
that can you imagine are made of glass?,that can you imagine are made of glass?,,0.1508,0.8492,False,False
Comfortable?,Comfortable?,,0.0402,0.9598,False,False
I think not.,not,,0.1231,0.8769,False,False
So she goes off to the ball.,she goes off to the ball,Stepmother/stepsisters went to the ball.,0.3731,0.6269,True,
The carriage.,The carriage.,The fairy godmother makes pumpkin and mice turn into carriage/coach and horses.,0.3595,0.6405,True,
and the footman deliver.,and the footman deliver.,He put the slipper on Cinderella’s foot.,0.2707,0.7293,True,
"Oh, the fairy godmother says,.",the fairy godmother says,A fairy godmother appeared to Cinderella.,0.4694,0.5306,True,
but you have to be done by midnight.,but you have to be done by midnight.,,0.1246,0.8754,False,False
You have to be home by midnight.,You have to be home by midnight.,,0.1691,0.8309,False,False
The magic wears off at midnight.,The magic wears off at midnight.,Cinderella realized it is midnight.,0.2394,0.7606,True,
"So Cinderella goes to the ball, she walks in.","Cinderella goes to the ball, she walks in",Cinderella went to the ball in the coach.,0.7996,0.2004,True,
and the prince is smitten.,and the prince is smitten.,The king thinks the prince should get married.,0.5008,0.4992,True,
He's seen every other girl at the ball.,He's seen every other girl at the ball.,They got an invitation to the ball.,0.2484,0.7516,True,
that are really preening.,that are really preening.,Stepmother/stepsisters were mean to Cinderella.,0.2508,0.7492,True,
"and preening for him, but this is the girl for him.","and preening for him, but this is the girl for him.",Cinderella has to do housework.,0.1939,0.8061,True,
They dance a few dances.,They dance a few dances.,The prince and Cinderella danced around the room/all night/with no one else.,0.2413,0.7587,True,
and then they go out on the balcony.,and then they go out on the balcony.,Prince comes to Cinderella's house.,0.4471,0.5529,True,
"In the Disney version, they don't do a little smooching,.","In the Disney version, they don't do a little smooching,.",Cinderella lives with her stepmother/stepsisters.,0.3909,0.6091,True,
but you never know.,but you never know.,,0.1013,0.8987,False,False
Suddenly she hears the clock starting to ring 12.,Suddenly she hears the clock starting to ring 12.,Cinderella realized it is midnight.,0.3677,0.6323,True,
"She goes, oh, it's 12 o'clock.","She goes, it's 12 o'clock",Cinderella realized it is midnight.,0.3496,0.6504,True,
I've got to go.,I've got to go.,Cinderella realized it is midnight.,0.1975,0.8025,True,
She runs away from him.,She runs away from him.,She ran down the stairs.,0.2657,0.7343,True,
She runs down the pallet stairs.,She runs down the pallet stairs.,She ran down the stairs.,0.3114,0.6886,True,
"and one of her silver, one of her shoes falls off.","and one of her silver, one of her shoes falls off.",As she was running down the stairs she lost one of the glass slippers.,0.4773,0.5227,True,
"She runs into the carriage, they take off and at the end of midnight.","She runs into the carriage, they take off and at the end of midnight.",Cinderella realized it is midnight.,0.525,0.475,True,
The carriage turns back into a pumpkin.,The carriage turns back into a pumpkin.,The fairy godmother makes pumpkin and mice turn into carriage/coach and horses.,0.4558,0.5442,True,
She's in her rags again.,She's in her rags again.,Cinderella was upset.,0.3227,0.6773,True,
"The footmen are mice again,.","The footmen are mice again,.",They are excited about the ball.,0.236,0.764,True,
"but oddly, the glass slippers have not turned back into shoes.","but oddly, the glass slippers have not turned back into shoes.",The slipper didn’t fit the stepsisters.,0.3758,0.6242,True,
"Don't know why the magic on the slippers did not end at midnight,.","Don't know why the magic on the slippers did not end at midnight,.",Cinderella realized it is midnight.,0.4572,0.5428,True,
but the story wouldn't work without.,but the story wouldn't work without.,Cinderella is told by the stepmother she cannot go to the ball unless/because.,0.3026,0.6974,True,
"So the prince really, really wants this girl.","the prince really, really wants this girl",The king thinks the prince should get married.,0.4701,0.5299,True,
"Nobody knows her name, and Anastasia.","Nobody knows her name, and Anastasia.",Cinderella lives with her stepmother/stepsisters.,0.3191,0.6809,True,
and Grisella did not recognize her.,and Grisella did not recognize her.,The slipper didn’t fit the stepsisters.,0.2662,0.7338,True,
"because she was all looking, not.","because she was all looking, not.",Cinderella was upset.,0.3125,0.6875,True,
like she had smudges on her face.,like she had smudges on her face.,Cinderella was upset.,0.2749,0.7251,True,
or wearing rags.,or wearing rags.,Cinderella has to do housework.,0.198,0.802,True,
"So they start going, the prince and his.","they start going, the prince and his",Prince comes to Cinderella's house.,0.5685,0.4315,True,
Helpers start going door to door to find the girl.,Helpers start going door to door to find the girl.,The prince searched door to door for Cinderella.,0.3135,0.6865,True,
that fits into the glass slipper.,that fits into the glass slipper.,As she was running down the stairs she lost one of the glass slippers.,0.3884,0.6116,True,
When he arrives at their house.,When he arrives at their house.,Prince comes to Cinderella's house.,0.3442,0.6558,True,
Cinderella is not allowed to come up to the front where the prince is.,Cinderella is not allowed to come up to the front where the prince is.,Prince comes to Cinderella's house.,0.5925,0.4075,True,
"Anastasia tries it on, Drusilla tries it on.","Anastasia tries it on, Drusilla tries it on.",The stepsisters try on the glass slipper.,0.354,0.646,True,
"They have big ugly feet, it.","They have big ugly feet, it.",The slipper didn’t fit the stepsisters.,0.195,0.805,True,
so doesn't fit.,doesn't fit,,0.1626,0.8374,False,False
"And in the brothers Grim version, they hack off their toes and their heels,.","And in the brothers Grim version, they hack off their toes and their heels,.",Stepsisters tore Cinderella’s dress.,0.3488,0.6512,True,
and they still don't fit.,and they still don't fit.,,0.1183,0.8817,False,False
But Disney doesn't hack off toes and heels.,But Disney doesn't hack off toes and heels.,Prince finds Cinderella’s shoe.,0.3322,0.6678,True,
Somehow Cinderella manages to Get into the living room.,Somehow Cinderella manages to Get into the living room.,Cinderella has to do housework.,0.7778,0.2222,True,
"that it fits, he loves her, they get married,.","that it fits, he loves her, they get married,.",The king thinks the prince should get married.,0.4393,0.5607,True,
and of course they live happily ever after.,and of course they live happily ever after.,Cinderella and the prince lived happily ever after.,0.4001,0.5999,True,
Let's move on to something a little different.,Let's move on to something a little different.,,0.1501,0.8499,False,False
This is a long story.,This is a long story.,Cinderella and the prince lived happily ever after.,0.2642,0.7358,True,
That is true.,That is true.,,0.0688,0.9312,False,False
"OK, Cinderella.","OK, Cinderella.",Cinderella has to do housework.,0.6815,0.3185,True,
"Is uh Sort of a maid, I would say.",Is Sort of a maid,Cinderella was a servant to the stepmother and stepsisters.,0.4123,0.5877,True,
And she As In a house with 2.,And she As In a house with 2.,Cinderella lives with her stepmother/stepsisters.,0.4031,0.5969,True,
I guess they're sisters.,they're sisters,Stepmother/stepsisters went to the ball.,0.3387,0.6613,True,
They make her work and clean.,They make her work and clean.,Cinderella has to do housework.,0.29,0.71,True,
"and Really, uh, trigger real well.","and Really, trigger real well",,0.1143,0.8857,False,False
So They should have made it.,They should have made it,They got an invitation to the ball.,0.1821,0.8179,True,
The family gets invited to a ball.,The family gets invited to a ball.,Stepmother/stepsisters went to the ball.,0.4416,0.5584,True,
And uh Cinderella's not invited.,And Cinderella's not invited,Cinderella has to do housework.,0.6905,0.3095,True,
She meets up with somebody that advise her to go to the ball.,She meets up with somebody that advise her to go to the ball.,Stepmother/stepsisters went to the ball.,0.4303,0.5697,True,
And she Meets a fairy godmother who gives her a gun.,And she Meets a fairy godmother who gives her a gun.,The fairy godmother makes Cinderella into a beautiful princess.,0.5465,0.4535,True,
She goes to the ball.,She goes to the ball.,They are excited about the ball.,0.3035,0.6965,True,True
And uh she meets her prince.,And she meets her prince,Prince falls in love with Cinderella.,0.587,0.413,True,
And she has on these glass slippers.,And she has on these glass slippers.,The slipper fits Cinderella perfectly.,0.4385,0.5615,True,
"Maybe, I don't know, glass or fancy lip.","Maybe, I don't know, glass or fancy lip.",The stepsisters try on the glass slipper.,0.2003,0.7997,True,
"And uh she has to be home by 12 o'clock or 11 o'clock, something like that.","And she has to be home by 12 o'clock or 11 o'clock, something like that",She knew she had to be home by midnight because everything will turn back at midnight.,0.2726,0.7274,True,
So she's leaving.,she's leaving,,0.2268,0.7732,False,False
The prince don't want her to leave.,The prince don't want her to leave.,The king thinks the prince should get married.,0.4839,0.5161,True,
and she loses one of her slippers.,and she loses one of her slippers.,As she was running down the stairs she lost one of the glass slippers.,0.5683,0.4317,True,
"And uh The next day He guys looking for you, he has a slipper.","And The next day He guys looking for you, he has a slipper",He put the slipper on Cinderella’s foot.,0.4079,0.5921,True,
Or somebody finds a slipper.,Or somebody finds a slipper.,As she was running down the stairs she lost one of the glass slippers.,0.41,0.59,True,
and takes it.,and takes it.,Cinderella has to do housework.,0.2705,0.7295,True,
and it fits her foot.,and it fits her foot.,The slipper fits Cinderella perfectly.,0.3618,0.6382,True,
So she ends up with a prince and a.,she ends up with a prince and a,Prince falls in love with Cinderella.,0.6285,0.3715,True,True
"Uh, carriage, it was a pump.","carriage, it was a pump",Cinderella went to the ball in the coach.,0.3033,0.6967,True,
"Or something like that, that's the way I remember.","Or something like that, that's the way",,0.1427,0.8573,False,False
OK.,OK.,,0.0911,0.9089,False,False
"So, Cinderella.",Cinderella,Cinderella was upset.,0.7328,0.2672,True,True
She was living with her father.,She was living with her father.,Dad remarried a woman with two daughters.,0.3826,0.6174,True,
"I think her mother must have been deceased,.",her mother must have been deceased,Stepmother/stepsisters went to the ball.,0.3482,0.6518,True,
and her father remarried uh a woman.,and her father remarried a woman,Dad remarried a woman with two daughters.,0.4117,0.5883,True,
"Uh, the father had a title, in fact,.","the father had a title, in fact",Dad remarried a woman with two daughters.,0.3369,0.6631,True,
and the father remarried a woman who had two daughters.,and the father remarried a woman who had two daughters.,Dad remarried a woman with two daughters.,0.4177,0.5823,True,
"Uh, the father became disabled, killed, whatever,.","the father became disabled, killed, whatever",Dad remarried a woman with two daughters.,0.3221,0.6779,True,
"and so this woman became her stepmother,.","and so this woman became her stepmother,.",Cinderella was a servant to the stepmother and stepsisters.,0.6584,0.3416,True,
and then she had these stepsisters.,and then she had these stepsisters.,Stepmother/stepsisters were mean to Cinderella.,0.5423,0.4577,True,
Cinderella was treated very poorly by the stepmother.,Cinderella was treated very poorly by the stepmother.,Stepmother/stepsisters were mean to Cinderella.,0.7364,0.2636,True,
"In fact, she was Uh, made to be a servant to these ugly, and these girls were ugly, uh, stepsisters,.","In fact, she was made to be a servant to these ugly, and these girls were ugly, stepsisters",Stepmother/stepsisters were mean to Cinderella.,0.4945,0.5055,True,
that she was treated poorly by the stepmother.,that she was treated poorly by the stepmother.,Stepmother/stepsisters were mean to Cinderella.,0.5603,0.4397,True,
"Cinderella was able to, uh, have a glance,.","Cinderella was able to, have a glance",Cinderella has to do housework.,0.5448,0.4552,True,
"and she could see the castle beyond where she was staying,.","and she could see the castle beyond where she was staying,.",A fairy godmother appeared to Cinderella.,0.4608,0.5392,True,
and she could dream about what that would be like because her life was pretty sad at that point.,and she could dream about what that would be like because her life was pretty sad at that point.,She knew she had to be home by midnight because everything will turn back at midnight.,0.4326,0.5674,True,
"Uh, in the castle, there was a Young man, he was the prince,.","in the castle, there was a Young man, he was the prince",Prince comes to Cinderella's house.,0.5932,0.4068,True,
and his parents wanted him to marry.,and his parents wanted him to marry.,Cinderella and the prince were married.,0.4276,0.5724,True,
"And they decided to throw a big party, a ball, and for the purpose of him to meet someone there in the kingdom.","And they decided to throw a big party, a ball, and for the purpose of him to meet someone there in the kingdom.",They got an invitation to the ball.,0.4937,0.5063,True,
that he would marry.,that he would marry.,The king thinks the prince should get married.,0.3089,0.6911,True,
"Cinderella, uh, stepsisters and the.","Cinderella, stepsisters and the",Cinderella was a servant to the stepmother and stepsisters.,0.8206,0.1794,True,
"and the What would you call this lady, the, the stepmother wanted her daughters to go to the ball with no interest in Cinderella going because she was just like a maid to them.","and the What would you call this lady, the, the stepmother wanted her daughters to go to the ball with no interest in Cinderella going because she was just like a maid to them.",Cinderella was a servant to the stepmother and stepsisters.,0.7753,0.2247,True,
"Cinderella, uh, looks at a chest.","Cinderella, looks at a chest",Prince finds Cinderella’s shoe.,0.6493,0.3507,True,
"that had belonged to her mother,.","that had belonged to her mother,.",As she was running down the stairs she lost one of the glass slippers.,0.4239,0.5761,True,
"and she reads about things about her mother,.","and she reads about things about her mother,.",Cinderella lives with her stepmother/stepsisters.,0.3118,0.6882,True,
and she wishes.,and she wishes.,She knew she had to be home by midnight because everything will turn back at midnight.,0.2835,0.7165,True,
"that she could go,.","that she could go,.",She knew she had to be home by midnight because everything will turn back at midnight.,0.3314,0.6686,True,
"as the story goes, Uh, her, she has a fairy godmother who comes into her life.","as the story goes, her, she has a fairy godmother who comes into her life",The fairy godmother makes Cinderella into a beautiful princess.,0.6429,0.3571,True,
and changes some things that are at the house.,and changes some things that are at the house.,Everything turns back to its original form.,0.2594,0.7406,True,
"And she's uh able to get dressed, be in a carriage, to go to the ball, uh have a nice time.","And she's able to get dressed, be in a carriage, to go to the ball, have a nice time",The fairy godmother makes Cinderella into a beautiful princess.,0.4644,0.5356,True,
"She meets the prince,.","She meets the prince,.",Prince falls in love with Cinderella.,0.6289,0.3711,True,True
but the time came came.,but the time came came.,She returned home in time.,0.2349,0.7651,True,
"that she had to leave by a certain time, she left, left the shoe, she went back home.","that she had to leave by a certain time, she left, left the shoe, she went back home.",She knew she had to be home by midnight because everything will turn back at midnight.,0.4849,0.5151,True,
"Uh, the prince goes looking for who this person was he danced with.",the prince goes looking for who this person was he danced with,Prince finds Cinderella’s shoe.,0.4374,0.5626,True,
that he likes so much.,that he likes so much.,He put the slipper on Cinderella’s foot.,0.2055,0.7945,True,
He takes the shoe with him.,He takes the shoe with him.,Prince finds Cinderella’s shoe.,0.4286,0.5714,True,
"The shoe doesn't fit all these other women in the in the town,.","The shoe doesn't fit all these other women in the in the town,.",The slipper didn’t fit the stepsisters.,0.2685,0.7315,True,
"but it, uh, when he gets a second chance.","but it, when he gets a second chance",,0.083,0.917,False,False
"and sees Cinderella, the shoe fits her foot uh perfectly.","and sees Cinderella, the shoe fits her foot perfectly",Prince finds Cinderella’s shoe.,0.6826,0.3174,True,
"He ends up, he marries Cinderella and her stepsisters and her stepmother.","He ends up, he marries Cinderella and her stepsisters and her stepmother.",Cinderella lives with her stepmother/stepsisters.,0.7122,0.2878,True,
"Uh, it are frowned upon by the royalty,.",it are frowned upon by the royalty,The king thinks the prince should get married.,0.2017,0.7983,True,
and they get some terrible jobs to do.,and they get some terrible jobs to do.,,0.0784,0.9216,False,False
and get put out.,and get put out.,Cinderella has to do housework.,0.2453,0.7547,True,
Her father marries this woman who has two older daughters who are not as pretty as his little girl.,Her father marries this woman who has two older daughters who are not as pretty as his little girl.,Dad remarried a woman with two daughters.,0.4686,0.5314,True,
"Sadly, he dies.","Sadly, he dies.",,0.2687,0.7313,False,False
And the stepmother is not very nice to this little girl.,And the stepmother is not very nice to this little girl.,Stepmother/stepsisters were mean to Cinderella.,0.6214,0.3786,True,
"and makes her do all the cleaning in the house, doesn't let her get dressed up, doesn't let her go to parties.","and makes her do all the cleaning in the house, doesn't let her get dressed up, doesn't let her go to parties.",Cinderella has to do housework.,0.2372,0.7628,True,
Her sisters are very mean to her.,Her sisters are very mean to her.,Stepmother/stepsisters were mean to Cinderella.,0.2632,0.7368,True,
"One day the prince of the town, village, country, wherever it happens to be.","One day the prince of the town, village, country, wherever it happens to be.",Prince comes to Cinderella's house.,0.3617,0.6383,True,
"that she's in, um, decides to have a ball because it's time.","that she's in, decides to have a ball because it's time",Stepmother/stepsisters went to the ball.,0.4562,0.5438,True,
for him to find a girlfriend or wife.,for him to find a girlfriend or wife.,Dad remarried a woman with two daughters.,0.1958,0.8042,True,
So they send invitations out throughout the land.,they send invitations out throughout the land,,0.1565,0.8435,False,False
"and an invitation comes to Cinderella's house and her stepsisters are all happy about it and her stepmothers all happy about it,.","and an invitation comes to Cinderella's house and her stepsisters are all happy about it and her stepmothers all happy about it,.",Prince comes to Cinderella's house.,0.7704,0.2296,True,
"and they say, well of course they can go,.","and they say, of course they can go",They got an invitation to the ball.,0.1981,0.8019,True,
"but you, Cinderella cannot go.","but you, Cinderella cannot go.",Cinderella has to do housework.,0.6362,0.3638,True,
"Um, so her sisters get dressed, they go off to the party.","so her sisters get dressed, they go off to the party",Cinderella lives with her stepmother/stepsisters.,0.5185,0.4815,True,
"Cinderella is feeling very sad,.","Cinderella is feeling very sad,.",Cinderella was upset.,0.7145,0.2855,True,
"but she's, she has a lot of friends in the, um, animal world,.","but she's, she has a lot of friends in the, animal world",,0.1588,0.8412,False,False
"and they help make her, um.",and they help make her,The fairy godmother makes Cinderella into a beautiful princess.,0.3463,0.6537,True,
They don't help her make a dress.,They don't help her make a dress.,Stepsisters tore Cinderella’s dress.,0.318,0.682,True,
"She somehow is crying or whatever,.","She somehow is crying or whatever,.",Cinderella was upset.,0.275,0.725,True,
and her fairy godmother comes.,and her fairy godmother comes.,A fairy godmother appeared to Cinderella.,0.57,0.43,True,True
and whips up this gorgeous dress for her.,and whips up this gorgeous dress for her.,The fairy godmother makes Cinderella into a beautiful princess.,0.472,0.528,True,
and the little animals become the footman and the the pages and the people.,and the little animals become the footman and the the pages and the people.,The fairy godmother makes pumpkin and mice turn into carriage/coach and horses.,0.3228,0.6772,True,
that will help her get ready for the ball.,that will help her get ready for the ball.,Stepmother/stepsisters went to the ball.,0.3006,0.6994,True,
"and we'll take her to the ball coachman, um,.","and we'll take her to the ball coachman, ",Cinderella went to the ball in the coach.,0.3492,0.6508,True,
and the carriage is made out of a pumpkin.,and the carriage is made out of a pumpkin.,The fairy godmother makes pumpkin and mice turn into carriage/coach and horses.,0.4127,0.5873,True,
"before she leaves her fairy godmother says you can have all this fun, but you must be back by the stroke of midnight that 's when all the magic goes.","before she leaves her fairy godmother says you can have all this fun, but you must be back by the stroke of midnight that 's when all the magic goes.",Cinderella realized it is midnight.,0.6057,0.3943,True,
and the mice become mice.,and the mice become mice.,Everything turns back to its original form.,0.2868,0.7132,True,
So Cinderella goes to the ball and she's absolutely stunning.,Cinderella goes to the ball and she's absolutely stunning,The fairy godmother makes Cinderella into a beautiful princess.,0.7475,0.2525,True,True
and her stepsisters notice.,and her stepsisters notice.,Cinderella realized it is midnight.,0.4061,0.5939,True,
"that there's this beautiful girl there,.","that there's this beautiful girl there,.",A fairy godmother appeared to Cinderella.,0.3158,0.6842,True,
but um they don't recognize their shaggy looking little stepsister.,but they don't recognize their shaggy looking little stepsister,The slipper didn’t fit the stepsisters.,0.3995,0.6005,True,
And the prince sees her and of course she's absolutely lovely.,And the prince sees her and of course she's absolutely lovely.,Prince falls in love with Cinderella.,0.5854,0.4146,True,
"and the prince goes up and dances with her, but being The prince, he's not too bright,.","and the prince goes up and dances with her, but being The prince, he's not too bright,.",Prince comes to Cinderella's house.,0.5928,0.4072,True,
and he doesn't get her name and her address.,and he doesn't get her name and her address.,Dad remarried a woman with two daughters.,0.2729,0.7271,True,
"So all of a sudden, the clock strikes 12.","all of a sudden, the clock strikes 12",Cinderella realized it is midnight.,0.3038,0.6962,True,
Cinderella realizes.,Cinderella realizes.,Cinderella realized it is midnight.,0.7431,0.2569,True,
that she's got to get home.,that she's got to get home.,She knew she had to be home by midnight because everything will turn back at midnight.,0.3398,0.6602,True,
before everything changes back.,before everything changes back.,,0.1347,0.8653,False,False
"She goes running down the steps of the castle,.","She goes running down the steps of the castle,.",She ran down the stairs.,0.5341,0.4659,True,
"as she's running, she loses one of her beautiful glass slippers, which.","as she's running, she loses one of her beautiful glass slippers, which.",As she was running down the stairs she lost one of the glass slippers.,0.5797,0.4203,True,
"for some reason doesn't change back, even.","for some reason doesn't change back, even.",,0.0912,0.9088,False,False
though all the rest of her clothes do.,though all the rest of her clothes do.,The slipper didn’t fit the stepsisters.,0.2033,0.7967,True,
"She get back, gets back to her place, her, her stepsisters come back.","She get back, gets back to her place, her, her stepsisters come back.",She returned home in time.,0.4887,0.5113,True,
They had a great time.,They had a great time.,They got an invitation to the ball.,0.3072,0.6928,True,
"Um, the next day the prince's footman, um,.","the next day the prince's footman, ",Prince finds Cinderella’s shoe.,0.4522,0.5478,True,
"and the prince go door to door to see who fits this tiny little glass slipper,.","and the prince go door to door to see who fits this tiny little glass slipper,.",Prince finds Cinderella’s shoe.,0.5853,0.4147,True,
